official,P07,NP,NP,1,False=(1.0, 'DUMMY', 1.0)
wind,Naa,N좪ず,NP,-1,False=(1.0, 'property', 5.0)
pull,VJ1,VA11,S,1,True=(1.0, 'complement', 1.0)
delimit,VJ3,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
LookFor,VD2,NP,S,-1,False=(1.0, 'agent', 1.0)
act,VA4,Di,VP,1,False=(1.0, 'aspect', 2.0)
city,Nab,Ng,NP,-1,False=(1.0, 'property', 1.0)
facilities,Ncb,VP좪ず,NP,-1,False=(0.5714285714285714, 'predication', 16.0)|(0.42857142857142855, 'property', 12.0)
plans,Nac,VC2,NP,-1,True=(1.0, 'property', 3.0)
fierce,VH11,NP,VP,1,False=(1.0, 'theme', 1.0)
degree,Nad,VH11,NP,-1,False=(1.0, 'property', 1.0)
FormChange,VH16[+SPV],NP,VP,1,False=(1.0, 'theme', 1.0)
provide,VD1,VH11,VP,-1,False=(1.0, 'manner', 6.0)
VieFor,VL2,Daa,S,-1,False=(1.0, 'quantity', 1.0)
entertain,VC2,NP,S,1,False=(1.0, 'goal', 4.0)
human,Nad,A,NP,-1,False=(1.0, 'property', 3.0)
request,VF2,Nes,VP,-1,False=(1.0, 'quantity', 1.0)
GreaterThanNormal,VJ3,Dab,S,-1,False=(1.0, 'quantity', 1.0)
mating,Nv4,Nddc,NP,-1,False=(1.0, 'time', 1.0)
PutInOrder,VC2,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
embarrassed,VH11,Dab,S,-1,False=(1.0, 'quantity', 1.0)
remember,VK1,Dbab,VP,-1,False=(1.0, 'deontics', 2.0)
visit,Nv4,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
ExpressAgainst,VE2,Tc,S,1,False=(1.0, 'particle', 11.0)
measure,VC2,P38,VP,-1,False=(1.0, 'manner', 1.0)
beat,VC2,Dd,VP,-1,False=(1.0, 'time', 1.0)
alive,VA12,P21,S,1,False=(0.5, 'location', 2.0)|(0.5, 'condition', 2.0)
believe,Nab,N좪ず,NP,-1,False=(1.0, 'property', 2.0)
LookFor,VC2,Dbaa,VP,-1,False=(1.0, 'epistemics', 3.0)
appear,VH14,Dh,S,-1,False=(1.0, 'manner', 5.0)
celestial,Nac,Neu,NP,-1,False=(1.0, 'quantifier', 3.0)
edible,Naa,V좪ず,NP,-1,True=(1.0, 'property', 1.0)
sequence,VG2,NP,VP,1,True=(1.0, 'range', 2.0)
circle,Nad,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
thing,Naeb,Naa,NP,-1,False=(1.0, 'property', 1.0)
exist,VJ3,Ndda,VP,-1,False=(1.0, 'time', 2.0)
uneasy,VH11,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
act,VC1,Daa,S,-1,False=(1.0, 'quantity', 1.0)
surname,VE2,VP,VP,1,False=(1.0, 'complement', 3.0)
establish,VA4,Nad,VP,-1,False=(1.0, 'manner', 1.0)
sell,VL4,VH15,VP,-1,False=(1.0, 'manner', 2.0)
ish,VH11,Dbb,VP,-1,False=(1.0, 'evaluation', 2.0)
high,Nv4,VE2,NP,-1,False=(1.0, 'property', 1.0)
biased,VH11,VP,S,-1,False=(1.0, 'theme', 1.0)
no-type,V,VH11,VP,-1,False=(1.0, 'manner', 6.0)
end,VH16,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
coil,VJ1,Ncdb,S,-1,False=(1.0, 'location', 1.0)
insufficient,VH12,Cbca,S,-1,False=(1.0, 'contrast', 2.0)
KeepSilence,VH11,Dc,S,-1,False=(1.0, 'negation', 1.0)
police,Nab,Neu,NP,-1,False=(1.0, 'quantifier', 1.0)
borrow,VD2,Di,S,1,False=(1.0, 'aspect', 3.0)
improve,Nv1,Nac,NP,-1,False=(1.0, 'property', 2.0)
general,VH11,Ncb,VP,-1,False=(1.0, 'location', 1.0)
disappear,VH11,Dbb,VP,-1,False=(1.0, 'evaluation', 3.0)
price,Nad,VA2,NP,-1,False=(1.0, 'property', 2.0)
despise,Nad,VH11,NP,-1,False=(1.0, 'property', 1.0)
satisfied,Nv2,P31,NP,-1,False=(1.0, 'goal', 1.0)
StateChange,VH16,P07,VP,-1,False=(1.0, 'theme', 1.0)
obtain,VI3,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
resist,VC2,Dbab,VP,-1,False=(1.0, 'deixis', 1.0)
surpass,VC33,NP,VP,1,False=(1.0, 'theme', 8.0)
pattern,Nad,NP좪ず,NP,-1,False=(1.0, 'property', 2.0)
split,VB11,VB11,S,1,False=(1.0, 'complement', 1.0)
HaveContest,VA4,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
country,Nac,NP,NP,-1,False=(0.6, 'property', 6.0)|(0.4, 'apposition', 4.0)
RegardAs,VG2,Ta,S,1,False=(1.0, 'particle', 3.0)
pawn,VD1,P11,VP,-1,False=(1.0, 'manner', 2.0)
undertake,VJ1,Dc,VP,-1,False=(1.0, 'negation', 1.0)
clothing,Nab,V좪ず,NP,-1,False=(0.8421052631578947, 'property', 16.0)|(0.15789473684210525, 'predication', 3.0)
BeAble,VL2,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
GoBack,VC1[+SPV],Ta,VP,1,False=(1.0, 'particle', 1.0)
stone,Nab,S좪ず,NP,-1,False=(0.8, 'predication', 4.0)|(0.2, 'property', 1.0)
leave,VC2,P19,VP,-1,False=(1.0, 'location', 1.0)
check,VE2,Ta,S,1,False=(1.0, 'particle', 1.0)
speak,Nac,PP좪ず,NP,-1,False=(1.0, 'predication', 1.0)
time,DM,DM,NP,-1,False=(0.6666666666666666, 'quantifier', 2.0)|(0.3333333333333333, 'property', 1.0)
pay,VC31,P06,S,-1,True=(1.0, 'agent', 1.0)
like,VJ2,NP,VP,1,False=(1.0, 'goal', 6.0)
soak,VC33,P21,VP,1,False=(1.0, 'location', 1.0)
dig,VC2,Dab,VP,-1,False=(1.0, 'quantity', 1.0)
seek,Nab,Nad,NP,-1,False=(1.0, 'property', 1.0)
tour,VC1,Dd,VP,-1,False=(1.0, 'time', 8.0)
QuantityValue,DM,Dd,NP,-1,False=(1.0, 'time', 1.0)
borrow,VD2,Dg,S,-1,False=(1.0, 'location', 1.0)
plant,Nab,N좪ず,NP,-1,False=(0.8181818181818182, 'property', 9.0)|(0.18181818181818182, 'quantifier', 2.0)
start,VA4,Ng,S,-1,False=(1.0, 'condition', 1.0)
FeelingByBad,VH11,P63,VP,-1,False=(1.0, 'companion', 1.0)
predict,VE2,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
select,VC31,Dd,S,-1,True=(1.0, 'time', 1.0)
important,VH11,Dfa,VP,-1,True=(1.0, 'degree', 1.0)
GoInto,VC2,NP,S,-1,False=(1.0, 'agent', 1.0)
IllBehave,VH11,Dj,VP,-1,False=(1.0, 'reason', 1.0)
leave,VC2,P23,S,-1,False=(1.0, 'time', 1.0)
redundant,VH11,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
contain,VK2,Dh,VP,-1,False=(1.0, 'manner', 1.0)
uprise,Nv4,Ndaad,NP,-1,False=(1.0, 'property', 1.0)
alter,VD1,Dab,S,-1,False=(1.0, 'quantity', 1.0)
own,VC31,Cbca,S,-1,True=(1.0, 'result', 1.0)
effortful,VH11,NP,VP,-1,False=(1.0, 'location', 1.0)
engage,VA4,P63,VP,-1,False=(1.0, 'companion', 1.0)
undergo,VJ3,P35,VP,-1,False=(1.0, 'companion', 1.0)
obtain,VC2,Dab,S,-1,False=(1.0, 'quantity', 1.0)
alter,VC2,Dbab,VP,-1,True=(1.0, 'deontics', 1.0)
mad,VH11,Ta,S,1,False=(1.0, 'particle', 1.0)
analyze,VC2,P43,S,-1,False=(1.0, 'agent', 1.0)
TakePicture,VB11,Dd,VP,-1,False=(1.0, 'time', 1.0)
agree,VK2,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
die,VC1,Nddc,VP,-1,False=(1.0, 'time', 1.0)
cease,VH11,VH11,S,-1,False=(1.0, 'manner', 1.0)
PutInOrder,VC2,Cbaa,VP,-1,False=(1.0, 'condition', 1.0)
speak,VB11,Cbbb,S,-1,False=(1.0, 'listing', 1.0)
disobey,VK1,Dbb,S,-1,False=(1.0, 'evaluation', 2.0)
need,VK2,Ta,S,1,False=(1.0, 'particle', 2.0)
appearance,Nad,GP좪ず,NP,-1,False=(1.0, 'property', 1.0)
provide,VC2,Ng,VP,-1,True=(1.0, 'time', 1.0)
event,Nac,VP좪ず,NP,-1,False=(1.0, 'property', 2.0)
appear,VA11,DM,VP,-1,False=(0.5, 'quantifier', 1.0)|(0.5, 'frequency', 1.0)
TryToKnow,VC2,Dd,S,-1,False=(1.0, 'time', 1.0)
announce,VE2,P35,S,-1,False=(1.0, 'companion', 1.0)
GoThrough,VC2,NP,S,-1,False=(1.0, 'agent', 12.0)
alike,VG2,S,VP,1,False=(0.9583333333333334, 'range', 23.0)|(0.041666666666666664, 'complement', 1.0)
deep,VH12,NP,S,-1,False=(1.0, 'theme', 14.0)
endeavour,VE2,NP,VP,-1,False=(1.0, 'agent', 1.0)
earn,VA4,Dab,S,-1,False=(1.0, 'quantity', 1.0)
repair,VB12,Ta,S,1,False=(1.0, 'particle', 1.0)
sting,Nad,Nep,NP,-1,False=(1.0, 'quantifier', 1.0)
wrong,VH12,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
bear,VC2,Dab,S,-1,False=(1.0, 'quantity', 2.0)
RegardAs,VG2,VP,S,-1,False=(1.0, 'theme', 3.0)
expel,VC32,VA13,VP,1,False=(1.0, 'complement', 1.0)
institution,Ncb,Ncc,NP,-1,False=(0.8333333333333334, 'property', 10.0)|(0.16666666666666666, 'location', 2.0)
obey,VA4,NP,S,-1,False=(1.0, 'agent', 2.0)
celestial,Ndabc,Ndaba,NP,-1,False=(1.0, 'property', 2.0)
organization,Ncb,VH16,NP,-1,False=(1.0, 'property', 1.0)
exist,VJ3,DM,S,1,False=(1.0, 'range', 2.0)
BeAcross,VD1,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
bring,VC32,P07,S,-1,False=(1.0, 'theme', 1.0)
ResultFrom,VI2,NP,VP,1,False=(1.0, 'goal', 1.0)
cry,VC2,Dfa,S,-1,False=(1.0, 'degree', 1.0)
sell,VC32,Nca,VP,-1,False=(1.0, 'location', 1.0)
perception,VK1,P03,VP,-1,False=(0.5, 'reason', 1.0)|(0.5, 'benefactor', 1.0)
FormChange,VH16,NP,S,-1,False=(0.6666666666666666, 'theme', 4.0)|(0.3333333333333333, 'causer', 2.0)
act,VE2,Cbca,VP,-1,False=(0.5, 'result', 2.0)|(0.5, 'contrast', 2.0)
dream,Nac,NP좪ず,NP,-1,False=(1.0, 'property', 2.0)
tour,VA4,Ta,VP,1,False=(1.0, 'particle', 1.0)
sorrowful,VK1,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
bear,VH11,VC2,S,1,False=(1.0, 'complement', 1.0)
TakeCare,VC2,P23,VP,1,False=(1.0, 'location', 1.0)
do,Nv1,NP,NP,-1,True=(1.0, 'agent', 1.0)
kind,Nac,VP,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'apposition', 1.0)
mean,VG2,S,VP,1,False=(1.0, 'range', 5.0)
grudge,VL1,Dh,S,-1,False=(1.0, 'manner', 1.0)
submit,VJ1,NP,S,1,False=(1.0, 'goal', 1.0)
LookFor,VC2,P19,VP,-1,False=(0.5, 'condition', 2.0)|(0.25, 'source', 1.0)|(0.25, 'location', 1.0)
know,VH11,Dc,VP,-1,False=(1.0, 'negation', 1.0)
waters,Ncc,VP좪ず,NP,-1,False=(1.0, 'predication', 1.0)
exist,VJ3,VA4,S,1,False=(1.0, 'complement', 1.0)
StripOff,VA11,Dab,S,-1,False=(1.0, 'quantity', 1.0)
tell,VE12,Dj,VP,-1,False=(1.0, 'reason', 1.0)
partner,Caa,Nddc,N,1,False=(1.0, 'DUMMY2', 3.0)
BecomeMore,VH11,Ng,VP,-1,False=(1.0, 'time', 1.0)
mother,Nab,N좪ず,NP,-1,False=(0.6818181818181818, 'possessor', 15.0)|(0.2727272727272727, 'property', 6.0)|(0.045454545454545456, 'quantifier', 1.0)
quote,VC2,NP,S,-1,False=(1.0, 'agent', 11.0)
despise,VJ1,NP,S,-1,False=(1.0, 'theme', 6.0)
many,VH11,Dj,S,-1,False=(1.0, 'reason', 1.0)
endorse,VJ1,Cbca,VP,-1,False=(1.0, 'result', 1.0)
body,VK1,Dd,VP,-1,False=(1.0, 'time', 1.0)
keep,VH11,Cbca,S,-1,False=(1.0, 'result', 1.0)
illuminate,VJ3,NP,VP,1,False=(1.0, 'range', 1.0)
love,VL1,NP,S,-1,False=(0.9411764705882353, 'experiencer', 48.0)|(0.0392156862745098, 'agent', 2.0)|(0.0196078431372549, 'theme', 1.0)
TimePointValue,P22,Ng,PP,1,False=(1.0, 'DUMMY', 5.0)
appear,VH14,VC2,VP,1,False=(1.0, 'complement', 1.0)
read,VC2,Dc,VP,-1,False=(1.0, 'negation', 1.0)
change,VH11,Dj,VP,-1,False=(1.0, 'reason', 1.0)
StateChange,VC2,Daa,VP,-1,False=(1.0, 'quantity', 1.0)
cold,VH16,P02,S,-1,True=(0.5, 'causer', 1.0)|(0.5, 'agent', 1.0)
early,VH13,VP,S,-1,True=(1.0, 'theme', 2.0)
flourishing,Nad,NP좪ず,NP,-1,False=(1.0, 'property', 1.0)
time,Ndabc,Ndaad,NP,-1,False=(1.0, 'property', 9.0)
become,VG2,Dbab,S,-1,False=(0.9166666666666666, 'deontics', 11.0)|(0.08333333333333333, 'deixis', 1.0)
no-type,Ncb,NP,NP,-1,False=(0.875, 'property', 7.0)|(0.125, 'apposition', 1.0)
become,VA2,NP,VP,1,False=(1.0, 'theme', 1.0)
NULL,Nac,Nab,NP,-1,False=(1.0, 'property', 2.0)
affairs,Nad,VP,NP,-1,False=(0.6666666666666666, 'property', 4.0)|(0.16666666666666666, 'predication', 1.0)|(0.16666666666666666, 'apposition', 1.0)
able,VA11,P59,S,-1,False=(1.0, 'location', 1.0)
QuantityPropertyValue,Caa,Nbc,Nbc,-1,True=(1.0, 'DUMMY1', 2.0)
attractive,VH11,Dab,VP,-1,False=(1.0, 'quantity', 1.0)
idle,Nv4,DE,NP,-1,False=(1.0, 'nominal', 1.0)
state,VH11,Dbb,S,-1,False=(1.0, 'evaluation', 19.0)
undergo,VC1,Dc,VP,-1,False=(1.0, 'negation', 2.0)
tool,Nab,Nab,NP,-1,False=(0.9710144927536232, 'property', 67.0)|(0.028985507246376812, 'possessor', 2.0)
act,VG2[+NEG],Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
control,VJ1,NP,S,-1,False=(1.0, 'theme', 1.0)
clothing,Nab,Naeb,NP,-1,False=(1.0, 'property', 1.0)
add,VC33,Cbba,S,-1,True=(1.0, 'concession', 1.0)
busy,VH11,Di,S,1,False=(1.0, 'aspect', 6.0)
endeavour,VF1,Cbcb,VP,-1,False=(1.0, 'addition', 1.0)
no-type,VC2,NP,VP,1,False=(1.0, 'goal', 32.0)
ask,VE2,VH11,S,-1,False=(1.0, 'manner', 1.0)
tool,Nac,VA12,NP,-1,False=(1.0, 'property', 1.0)
big,VH13,Nhaa,VP,1,False=(1.0, 'comparison', 1.0)
NULL,P62,VP,PP,1,False=(1.0, 'DUMMY', 1.0)
peaceful,Nv4,Nac,NP,-1,False=(1.0, 'property', 1.0)
GoDown,VC31,P31,VP,-1,False=(1.0, 'target', 1.0)
compare,VB12,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
request,VF2,P62,VP,-1,False=(1.0, 'goal', 1.0)
frequency,Nad,NP,NP,-1,True=(1.0, 'property', 1.0)
welcome,VJ1,Cbca,VP,-1,True=(1.0, 'result', 1.0)
spend,VC31,VP,S,1,False=(1.0, 'complement', 2.0)
affairs,Nac,Nac,NP,-1,True=(1.0, 'property', 1.0)
look,VE2,Dbab,S,-1,False=(0.9, 'deontics', 9.0)|(0.1, 'evaluation', 1.0)
SelfMove,VA2,Dbb,VP,-1,False=(1.0, 'evaluation', 5.0)
BeMember,VJ3,NP,S,-1,False=(0.9230769230769231, 'theme', 36.0)|(0.05128205128205128, 'topic', 2.0)|(0.02564102564102564, 'agent', 1.0)
produce,VC31,Ndaaa,VP,-1,False=(1.0, 'time', 1.0)
WeatherFine,VH11,Dd,S,-1,False=(1.0, 'time', 1.0)
endure,VL1,Cbca,VP,-1,False=(1.0, 'contrast', 1.0)
amend,VC2,P42,S,-1,False=(1.0, 'standard', 1.0)
RegardAs,VG1,VC2,S,1,False=(1.0, 'complement', 3.0)
GetMarried,VA4,Dd,VP,-1,False=(1.0, 'time', 4.0)
occupy,VC31,Dab,VP,-1,False=(1.0, 'quantity', 1.0)
institution,Ncb,VE2,NP,-1,False=(1.0, 'property', 1.0)
choose,VC2,Neqa,VP,-1,False=(1.0, 'quantity', 1.0)
predict,VE2,Cbca,S,-1,False=(1.0, 'contrast', 1.0)
act,VA11,VA13,S,1,True=(1.0, 'complement', 1.0)
CircumstancesValue,Nac,Nddb,NP,-1,False=(1.0, 'property', 1.0)
lift,VE2,Cbca,S,-1,False=(1.0, 'contrast', 2.0)
affairs,Nac,VP좪ず,NP,-1,False=(0.6159420289855072, 'property', 85.0)|(0.38405797101449274, 'predication', 53.0)
willing,VK1,DM,S,-1,False=(0.3333333333333333, 'quantity', 1.0)|(0.3333333333333333, 'frequency', 1.0)|(0.3333333333333333, 'experiencer', 1.0)
recommend,VF2,NP,S,-1,False=(1.0, 'agent', 1.0)
act,VD1,Dbb,S,-1,False=(1.0, 'evaluation', 6.0)
succeed,VG2,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
incite,VC31,Dd,VP,-1,False=(1.0, 'time', 1.0)
LocationIni,P06,NP,NP,1,True=(1.0, 'DUMMY', 1.0)
help,Ncb,VP좪ず,NP,-1,False=(1.0, 'predication', 1.0)
cautious,VK1,Ta,VP,1,False=(1.0, 'particle', 2.0)
coupon,Nad,N,NP,-1,False=(1.0, 'property', 1.0)
story,Neu,Ncb,NP,-1,False=(1.0, 'property', 2.0)
dangerous,VH11,NP,S,-1,True=(1.0, 'theme', 1.0)
temperament,Nad,Nac,NP,-1,False=(1.0, 'property', 1.0)
weak,VH11,Dc,S,-1,False=(1.0, 'negation', 1.0)
China,Nca,Ncda,NP,-1,False=(1.0, 'property', 1.0)
hot,VH16,NP,S,1,True=(1.0, 'theme', 1.0)
plans,Nad,NP좪ず,NP,-1,False=(1.0, 'property', 2.0)
no-type,VP,Neqa,S,-1,True=(1.0, 'quantity', 1.0)
protest,Nv1,Dh,NP,-1,False=(1.0, 'property', 1.0)
buy,VC33,P23,VP,1,False=(1.0, 'location', 3.0)
mean,VG2,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
WhileAway,VA4,Dh,S,-1,False=(1.0, 'manner', 1.0)
shrink,VH11,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
wisdom,Nad,A좪ず,NP,-1,False=(1.0, 'property', 1.0)
soak,VC31,P21,VP,1,False=(1.0, 'location', 1.0)
no-type,NP,Ta,S,1,False=(1.0, 'particle', 1.0)
season,Ndabf,VA4,NP,-1,False=(1.0, 'property', 6.0)
extreme,VG2,Td,VP,1,False=(1.0, 'particle', 1.0)
subtract,VH16,Dbab,VP,-1,False=(0.6666666666666666, 'deontics', 2.0)|(0.3333333333333333, 'deixis', 1.0)
prohibit,VE2,Ndabe,S,-1,False=(1.0, 'time', 1.0)
fly,VC1,V좪쫆,S,-1,False=(1.0, 'manner', 1.0)
treasure,Nab,S좪ず,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'predication', 1.0)
covert,Ncc,Nac,NP,-1,False=(1.0, 'property', 2.0)
aged,VH12,Dfb,S,1,False=(1.0, 'degree', 1.0)
plans,Nac,Nab,NP,-1,False=(1.0, 'property', 5.0)
disappear,VA12,Dab,S,-1,False=(1.0, 'quantity', 3.0)
harmonious,Caa,Nac,V,-1,False=(1.0, 'DUMMY1', 1.0)
CauseToGrow,Nv1,Nab,NP,-1,False=(1.0, 'property', 3.0)
perform,VA2,Dh,S,-1,False=(1.0, 'manner', 1.0)
DegreeValue,VH11,Cbaa,S,-1,False=(0.3, 'reason', 3.0)|(0.3, 'concession', 3.0)|(0.2, 'hypothesis', 2.0)|(0.2, 'condition', 2.0)
bird,Nab,Neu,NP,-1,False=(1.0, 'quantifier', 4.0)
PutInOrder,VC31,Ncdb,VP,-1,False=(1.0, 'location', 1.0)
lucid,VK1,NP,S,-1,True=(1.0, 'goal', 1.0)
partner,Caa,Nad,V,1,False=(1.0, 'DUMMY2', 1.0)
pattern,Nac,Nddc,NP,-1,True=(1.0, 'property', 1.0)
adjust,VH16,Dab,VP,-1,False=(1.0, 'quantity', 1.0)
fulfil,VE2,Dd,VP,-1,False=(1.0, 'time', 2.0)
GoOn,VC31,NP,VP,1,False=(0.9090909090909091, 'theme', 10.0)|(0.09090909090909091, 'location', 1.0)
bring,VC2,NP,VP,1,True=(1.0, 'goal', 3.0)
dream,Nac,Nab,NP,-1,False=(1.0, 'property', 1.0)
LessThanNormal,VH11,Ng,S,-1,False=(1.0, 'time', 1.0)
MakeLower,VJ3,P19,S,-1,False=(1.0, 'condition', 1.0)
bear,VC2,VP,S,1,False=(1.0, 'complement', 2.0)
act,VA4,Neqa,VP,-1,False=(1.0, 'quantity', 1.0)
facing,VC2,Di,VP,1,False=(1.0, 'aspect', 3.0)
place,Ncdb,DM,NP,1,False=(1.0, 'quantifier', 11.0)
demeanor,Nad,N좪ず,NP,-1,False=(1.0, 'property', 3.0)
low,Nv4,Dfa,NP,-1,False=(1.0, 'degree', 1.0)
tribe,Nab,Naeb,NP,-1,False=(1.0, 'property', 1.0)
letter,Nab,Nac,NP,-1,False=(1.0, 'property', 1.0)
waters,Naa,S좪ず,NP,-1,False=(1.0, 'property', 1.0)
SetAside,VC2,P04,S,1,True=(1.0, 'target', 1.0)
pull,VC32,NP,VP,1,False=(1.0, 'theme', 3.0)
language,Nac,Nac,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'apposition', 1.0)
harmonious,Caa,Ndaad,Ndaad,-1,False=(1.0, 'DUMMY1', 1.0)
release,VC2,P02,S,-1,True=(1.0, 'agent', 1.0)
big,VH13,Ng,VP,-1,False=(0.4444444444444444, 'time', 4.0)|(0.3333333333333333, 'location', 3.0)|(0.1111111111111111, 'condition', 1.0)|(0.1111111111111111, 'companion', 1.0)
take,VC31,NP,VP,1,True=(1.0, 'theme', 1.0)
InstitutePlace,Nab,VP,NP,-1,False=(1.0, 'property', 2.0)
origin,Nac,DM,NP,-1,False=(1.0, 'quantifier', 2.0)
building,Nab,NP좪ず,NP,-1,False=(0.8666666666666667, 'property', 13.0)|(0.06666666666666667, 'quantifier', 1.0)|(0.06666666666666667, 'possessor', 1.0)
size,Nad,Naeb,NP,-1,False=(1.0, 'possessor', 1.0)
body,Nad,N좪ず,NP,-1,False=(1.0, 'property', 2.0)
discharge,VC2,VP,VP,1,False=(1.0, 'complement', 1.0)
suffer,Ncda,Naeb,NP,-1,False=(1.0, 'property', 1.0)
act,VJ3,DM,S,-1,False=(1.0, 'theme', 1.0)
pull,VJ1,Cbca,VP,-1,False=(1.0, 'contrast', 1.0)
SqueezeOut,VC32,P07,S,-1,False=(1.0, 'theme', 1.0)
tool,Nca,Nca,NP,-1,False=(1.0, 'property', 1.0)
food,Naa,NP,NP,-1,False=(0.6666666666666666, 'property', 2.0)|(0.3333333333333333, 'possessor', 1.0)
like,VH21,VP,VP,1,False=(1.0, 'complement', 1.0)
disappear,VJ3,Dj,S,-1,False=(1.0, 'reason', 2.0)
change,VC2,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
community,Nba,VP좪ず,NP,-1,False=(0.8, 'predication', 4.0)|(0.2, 'property', 1.0)
DimensionValue,VC33,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
no-type,VH11,Dbab,S,-1,False=(1.0, 'deontics', 4.0)
various,VH11,Cbbb,S,-1,False=(1.0, 'restriction', 1.0)
hang,VC33,P06,VP,-1,True=(1.0, 'instrument', 1.0)
ResultIn,VK2,S,VP,1,False=(0.6666666666666666, 'range', 24.0)|(0.3333333333333333, 'goal', 12.0)
naif,VH11,Dfa,VP,-1,False=(1.0, 'degree', 1.0)
prosper,VC1,NP,VP,1,False=(1.0, 'goal', 20.0)
wait,VK2,Dd,S,-1,True=(1.0, 'time', 1.0)
no-type,V,Ta,S,1,False=(1.0, 'particle', 3.0)
compile,VC2,NP,S,1,False=(1.0, 'goal', 5.0)
vomit,VC33,NP,S,1,False=(1.0, 'theme', 3.0)
engage,VC2,NP,VP,1,False=(1.0, 'goal', 27.0)
scene,Nac,NP좪ず,NP,-1,False=(0.75, 'property', 3.0)|(0.25, 'possessor', 1.0)
buy,VC31,VC31,VP,1,False=(1.0, 'complement', 4.0)
accuse,VC2,Nddc,S,-1,False=(1.0, 'time', 1.0)
fragrant,Nv4,NP,NP,-1,False=(1.0, 'theme', 2.0)
time,Ndabb,Ndc,NP,-1,False=(1.0, 'property', 1.0)
exist,V_2,P61,VP,-1,False=(0.5, 'condition', 2.0)|(0.25, 'time', 1.0)|(0.25, 'duration', 1.0)
facilities,Ncb,Nep,NP,-1,False=(1.0, 'quantifier', 12.0)
act,VC32,Nab,S,1,True=(1.0, 'location', 1.0)
ally,VA11,VA4,S,1,False=(1.0, 'complement', 1.0)
perform,VA2,Daa,S,-1,False=(1.0, 'quantity', 1.0)
think,VC2,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
act,VC2[+NEG],Dd,VP,-1,False=(1.0, 'time', 13.0)
illuminate,VH11,VP,S,-1,False=(1.0, 'theme', 1.0)
show,Nad,VH11,NP,-1,False=(1.0, 'property', 2.0)
machine,Naeb,Nddc,NP,-1,False=(1.0, 'property', 1.0)
contain,VK2,Dbb,VP,-1,False=(1.0, 'evaluation', 5.0)
estimate,VE2,VH11,VP,-1,False=(1.0, 'manner', 3.0)
BestQuality,Ncda,Naeb,NP,-1,False=(1.0, 'property', 4.0)
classify,VB11,P02,S,-1,True=(1.0, 'agent', 1.0)
disseminate,VE2,P47,VP,-1,False=(1.0, 'standard', 1.0)
LocationIni,Caa[P1],Nca,Nca,1,True=(0.5, 'DUMMY2', 1.0)|(0.5, 'DUMMY1', 1.0)
food,Naeb,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
forge,VC31,Dc,VP,-1,False=(1.0, 'negation', 1.0)
system,Nac,VP좪ず,PP,-1,False=(1.0, 'property', 1.0)
pull,VC2,Cbcb,VP,-1,False=(1.0, 'addition', 2.0)
regret,VJ2,NP,VP,1,False=(1.0, 'goal', 2.0)
partner,Caa,Nca,NP,-1,False=(1.0, 'DUMMY1', 1.0)
refuse,VF1,VP,VP,1,False=(1.0, 'goal', 3.0)
white,VH11,DM,S,1,False=(1.0, 'quantifier', 1.0)
appear,Nv4,DE,NP,-1,False=(1.0, 'nominal', 13.0)
choose,VC2,S,S,1,False=(1.0, 'goal', 1.0)
research,VC2,NP,VP,1,False=(1.0, 'goal', 6.0)
farewell,VC2,NP,VP,1,False=(1.0, 'goal', 2.0)
sing,VC2,NP,VP,1,False=(1.0, 'goal', 5.0)
release,VC33,DM좪쫆,VP,-1,False=(1.0, 'manner', 1.0)
show,Nad,Nba,NP,-1,True=(1.0, 'property', 1.0)
LeadTo,VC1,NP,S,1,False=(1.0, 'goal', 2.0)
prospect,Nac,NP,NP,-1,False=(1.0, 'property', 1.0)
object,Ncdb,Dfa,NP,-1,False=(1.0, 'degree', 3.0)
print,Nv1,NP,NP,-1,False=(1.0, 'goal', 1.0)
be,V_12,Dd,VP,-1,False=(1.0, 'time', 4.0)
